participant_id,image_id,image_path,mask_id,mask_path,xmin,xmax,ymin,ymax,prompt_type,X,Y,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,best_label,scene_desc
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,2,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_2_point_0.9348.png,292,387,313,463,point,355.0,368.5,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,"1. Scene Overview: 
   The image depicts a bright and airy living room with a predominantly white color scheme. The room is well-lit, featuring a large window that allows natural light to flood the space. The decor is minimalist with a touch of elegance, highlighted by a chandelier and a piece of artwork on the wall.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, adorned with several cushions in white and dark colors.
   - Coffee Table: In front of the sofa, featuring a white lattice design, with a bowl of fruit and a small plant on top.
   - Chandelier: Hanging from the ceiling in the center of the room.
   - Artwork: A painting or print on the wall above the sofa, depicting two hands reaching towards each other.
   - Armchair: Located to the left of the sofa, near the window, with a dark fabric cover.
   - Window: On the left wall, allowing natural light into the room.
   - Radiator: Below the window.
   - Side Table: To the left of the window, holding a lamp and some books.
   - Lamp: On the side table, with a white shade.
   - Plant: A potted plant on the floor near the armchair.
   - Floor Lamp: On the right side of the sofa, with a white shade.
   - Rug: A white rug on the floor in front of the sofa.
   - Books/Magazines: On the table to the right, partially visible."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,7,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_7_point_0.7504.png,34,66,327,433,point,57.8,412.5,Lamp,Lamp,Lamp,Lamp,Lamp,Lamp,Lamp,Lamp,Lamp,Lamp,Lamp,"1. Scene Overview: 
   The image depicts a bright and airy living room with a predominantly white color scheme. The room is well-lit, featuring a large window that allows natural light to flood the space. The decor is minimalist with a touch of elegance, highlighted by a chandelier and a piece of artwork on the wall.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, adorned with several cushions in white and dark colors.
   - Coffee Table: In front of the sofa, featuring a white lattice design, with a bowl of fruit and a small plant on top.
   - Chandelier: Hanging from the ceiling in the center of the room.
   - Artwork: A painting or print on the wall above the sofa, depicting two hands reaching towards each other.
   - Armchair: Located to the left of the sofa, near the window, with a dark fabric cover.
   - Window: On the left wall, allowing natural light into the room.
   - Radiator: Below the window.
   - Side Table: To the left of the window, holding a lamp and some books.
   - Lamp: On the side table, with a white shade.
   - Plant: A potted plant on the floor near the armchair.
   - Floor Lamp: On the right side of the sofa, with a white shade.
   - Rug: A white rug on the floor in front of the sofa.
   - Books/Magazines: On the table to the right, partially visible."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,0,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_0_cross_0.3388.png,294,377,313,442,cross,322.7,350.1,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,Chair,"1. Scene Overview: 
   The image depicts a bright and airy living room with a predominantly white color scheme. The room is well-lit, featuring a large window that allows natural light to flood the space. The decor is minimalist with a touch of elegance, highlighted by a chandelier and a piece of artwork on the wall.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, adorned with several cushions in white and dark colors.
   - Coffee Table: In front of the sofa, featuring a white lattice design, with a bowl of fruit and a small plant on top.
   - Chandelier: Hanging from the ceiling in the center of the room.
   - Artwork: A painting or print on the wall above the sofa, depicting two hands reaching towards each other.
   - Armchair: Located to the left of the sofa, near the window, with a dark fabric cover.
   - Window: On the left wall, allowing natural light into the room.
   - Radiator: Below the window.
   - Side Table: To the left of the window, holding a lamp and some books.
   - Lamp: On the side table, with a white shade.
   - Plant: A potted plant on the floor near the armchair.
   - Floor Lamp: On the right side of the sofa, with a white shade.
   - Rug: A white rug on the floor in front of the sofa.
   - Books/Magazines: On the table to the right, partially visible."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,4,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_4_point_0.9055.png,596,799,454,599,point,742.7,468.9,Magazines,Magazines,Magazines,Magazines,Magazines,Magazines,Magazines,Magazines,Magazines,Magazines,Magazines,"1. Scene Overview: 
   The image depicts a bright and airy living room with a predominantly white color scheme. The room is well-lit, featuring a large window that allows natural light to flood the space. The decor is minimalist with a touch of elegance, highlighted by a chandelier and a piece of artwork on the wall.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, adorned with several cushions in white and dark colors.
   - Coffee Table: In front of the sofa, featuring a white lattice design, with a bowl of fruit and a small plant on top.
   - Chandelier: Hanging from the ceiling in the center of the room.
   - Artwork: A painting or print on the wall above the sofa, depicting two hands reaching towards each other.
   - Armchair: Located to the left of the sofa, near the window, with a dark fabric cover.
   - Window: On the left wall, allowing natural light into the room.
   - Radiator: Below the window.
   - Side Table: To the left of the window, holding a lamp and some books.
   - Lamp: On the side table, with a white shade.
   - Plant: A potted plant on the floor near the armchair.
   - Floor Lamp: On the right side of the sofa, with a white shade.
   - Rug: A white rug on the floor in front of the sofa.
   - Books/Magazines: On the table to the right, partially visible."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,8,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_8_triangle_0.8264.png,0,30,384,431,triangle,16.0,411.7,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,"1. Scene Overview: 
   The image depicts a bright and airy living room with a predominantly white color scheme. The room is well-lit, featuring a large window that allows natural light to flood the space. The decor is minimalist with a touch of elegance, highlighted by a chandelier and a piece of artwork on the wall.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, adorned with several cushions in white and dark colors.
   - Coffee Table: In front of the sofa, featuring a white lattice design, with a bowl of fruit and a small plant on top.
   - Chandelier: Hanging from the ceiling in the center of the room.
   - Artwork: A painting or print on the wall above the sofa, depicting two hands reaching towards each other.
   - Armchair: Located to the left of the sofa, near the window, with a dark fabric cover.
   - Window: On the left wall, allowing natural light into the room.
   - Radiator: Below the window.
   - Side Table: To the left of the window, holding a lamp and some books.
   - Lamp: On the side table, with a white shade.
   - Plant: A potted plant on the floor near the armchair.
   - Floor Lamp: On the right side of the sofa, with a white shade.
   - Rug: A white rug on the floor in front of the sofa.
   - Books/Magazines: On the table to the right, partially visible."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,1,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_1_point_0.7944.png,176,269,285,338,point,211.0,317.6,[Giraffe],[Giraffe],[Giraffe],[Giraffe],[Giraffe],[Giraffe],[Giraffe],[Giraffe],[Giraffe],[Giraffe],[Giraffe],"1. Scene Overview: 
   The image depicts a bright, modern living room with a predominantly white color scheme. The room is well-lit with natural light coming through a large window. The decor is minimalistic with a touch of elegance, featuring a mix of contemporary and classic elements.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, covered with white cushions and a few decorative pillows.
   - Coffee Table: In front of the sofa, white with a lattice design, holding a bowl of fruit and a small plant.
   - Armchair: Located near the window, with a dark cushion or cover.
   - Window: Large, allowing natural light to fill the room, situated on the left wall.
   - Radiator: Below the window.
   - Chandelier: Hanging from the ceiling, centrally located, with a classic design.
   - Wall Art: Above the sofa, depicting a famous artwork.
   - Side Tables: One on the left with a lamp and books, another on the right with a lamp and magazines.
   - Lamps: One on each side table, with white shades.
   - Plants: Several small potted plants, one near the armchair and another on the right side table.
   - Rug: A white rug on the floor in front of the sofa.
   - Books and Magazines: On the left side table and the right side table."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,9,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_9_point_0.9347.png,0,30,384,431,point,0.7,405.3,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,Poster,"1. Scene Overview: 
   The image depicts a bright, modern living room with a predominantly white color scheme. The room is well-lit with natural light coming through a large window. The decor is minimalistic with a touch of elegance, featuring a mix of contemporary and classic elements.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, covered with white cushions and a few decorative pillows.
   - Coffee Table: In front of the sofa, white with a lattice design, holding a bowl of fruit and a small plant.
   - Armchair: Located near the window, with a dark cushion or cover.
   - Window: Large, allowing natural light to fill the room, situated on the left wall.
   - Radiator: Below the window.
   - Chandelier: Hanging from the ceiling, centrally located, with a classic design.
   - Wall Art: Above the sofa, depicting a famous artwork.
   - Side Tables: One on the left with a lamp and books, another on the right with a lamp and magazines.
   - Lamps: One on each side table, with white shades.
   - Plants: Several small potted plants, one near the armchair and another on the right side table.
   - Rug: A white rug on the floor in front of the sofa.
   - Books and Magazines: On the left side table and the right side table."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,6,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_6_point_0.9552.png,650,724,356,439,point,696.1,380.9,Pillow,Pillow,Pillow,Pillow,Pillow,Pillow,Pillow,Pillow,Pillow,Pillow,Pillow,"1. Scene Overview: 
   The image depicts a bright, modern living room with a predominantly white color scheme. The room is well-lit with natural light coming through a large window. The decor is minimalistic with a touch of elegance, featuring a mix of contemporary and classic elements.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, covered with white cushions and a few decorative pillows.
   - Coffee Table: In front of the sofa, white with a lattice design, holding a bowl of fruit and a small plant.
   - Armchair: Located near the window, with a dark cushion or cover.
   - Window: Large, allowing natural light to fill the room, situated on the left wall.
   - Radiator: Below the window.
   - Chandelier: Hanging from the ceiling, centrally located, with a classic design.
   - Wall Art: Above the sofa, depicting a famous artwork.
   - Side Tables: One on the left with a lamp and books, another on the right with a lamp and magazines.
   - Lamps: One on each side table, with white shades.
   - Plants: Several small potted plants, one near the armchair and another on the right side table.
   - Rug: A white rug on the floor in front of the sofa.
   - Books and Magazines: On the left side table and the right side table."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,10,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_10_point_0.7605.png,401,447,362,410,point,402.7,386.6,Plant,Plant,Plant,Plant,Plant,Plant,Plant,Plant,Plant,Plant,Plant,"1. Scene Overview: 
   The image depicts a bright, modern living room with a predominantly white color scheme. The room is well-lit with natural light coming through a large window. The decor is minimalistic with a touch of elegance, featuring a mix of contemporary and classic elements.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, covered with white cushions and a few decorative pillows.
   - Coffee Table: In front of the sofa, white with a lattice design, holding a bowl of fruit and a small plant.
   - Armchair: Located near the window, with a dark cushion or cover.
   - Window: Large, allowing natural light to fill the room, situated on the left wall.
   - Radiator: Below the window.
   - Chandelier: Hanging from the ceiling, centrally located, with a classic design.
   - Wall Art: Above the sofa, depicting a famous artwork.
   - Side Tables: One on the left with a lamp and books, another on the right with a lamp and magazines.
   - Lamps: One on each side table, with white shades.
   - Plants: Several small potted plants, one near the armchair and another on the right side table.
   - Rug: A white rug on the floor in front of the sofa.
   - Books and Magazines: On the left side table and the right side table."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,14,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_14_point_0.8283.png,114,192,213,346,point,167.8,314.7,[Bird],[Bird],Bird,[Bird],Bird,Bird,[Bird],[Bird],Bird,[Bird],[Bird],"1. Scene Overview: 
   The image depicts a bright, modern living room with a predominantly white color scheme. The room is well-lit with natural light coming through a large window. The decor is minimalistic with a touch of elegance, featuring a mix of contemporary and classic elements.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, covered with white cushions and a few decorative pillows.
   - Coffee Table: In front of the sofa, white with a lattice design, holding a bowl of fruit and a small plant.
   - Armchair: Located near the window, with a dark cushion or cover.
   - Window: Large, allowing natural light to fill the room, situated on the left wall.
   - Radiator: Below the window.
   - Chandelier: Hanging from the ceiling, centrally located, with a classic design.
   - Wall Art: Above the sofa, depicting a famous artwork.
   - Side Tables: One on the left with a lamp and books, another on the right with a lamp and magazines.
   - Lamps: One on each side table, with white shades.
   - Plants: Several small potted plants, one near the armchair and another on the right side table.
   - Rug: A white rug on the floor in front of the sofa.
   - Books and Magazines: On the left side table and the right side table."
6,2,/Users/162191/Documents/GitHub/human_patterns_exploration/data/images/2unexp.jpg,5,/Users/162191/Documents/GitHub/human_patterns_exploration/outputs/masks_gaze_driven/best/IMG_2_unexp_Part_6_MASK_5_point_0.6552.png,771,799,354,415,point,774.6,382.6,[Tree],[Giraffe],[Giraffe],[Tree],[Giraffe],[Giraffe],[Reindeer],[Tree],[Tree],[Giraffe],[Giraffe],"1. Scene Overview: 
   The image depicts a bright, modern living room with a predominantly white color scheme. The room is well-lit with natural light coming through a large window. The decor is minimalistic with a touch of elegance, featuring a mix of contemporary and classic elements.

2. Identified Objects:
   - Sofa: Positioned on the right side of the room, covered with white cushions and a few decorative pillows.
   - Coffee Table: In front of the sofa, white with a lattice design, holding a bowl of fruit and a small plant.
   - Armchair: Located near the window, with a dark cushion or cover.
   - Window: Large, allowing natural light to fill the room, situated on the left wall.
   - Radiator: Below the window.
   - Chandelier: Hanging from the ceiling, centrally located, with a classic design.
   - Wall Art: Above the sofa, depicting a famous artwork.
   - Side Tables: One on the left with a lamp and books, another on the right with a lamp and magazines.
   - Lamps: One on each side table, with white shades.
   - Plants: Several small potted plants, one near the armchair and another on the right side table.
   - Rug: A white rug on the floor in front of the sofa.
   - Books and Magazines: On the left side table and the right side table."
