participant_id,image_id,image_path,mask_id,mask_path,xmin,xmax,ymin,ymax,prompt_type,X,Y,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,best_label,scene_desc
21,1,data/images/1exp.jpg,3,outputs/masks_gaze_driven/best/IMG_1_exp_Part_21_MASK_3_circle_0.5291.png,520,552,397,413,circle,531.2,406.2,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features modern furniture and decor, with a focus on functionality and style.

2. Identified Objects:
   - Laundry Area (left side):
     - Washing machine (bottom left)
     - Dryer (next to the washing machine)
     - Iron and ironing board (right of the dryer)
   
   - Workspace (center):
     - White cabinets (above the desk)
     - Colorful spools of thread (on the shelves)
     - Books and decorative items (on the shelves)
     - Desk with various office supplies (below the shelves)
     - Sewing machine (on the desk)
     - Black office chair (in front of the desk)
   
   - Living Space (right side):
     - White sofa with cushions (right side)
     - Floor lamp (next to the sofa)
     - Coffee table with a plant and tea set (in front of the sofa)
     - Green rug (under the coffee table)
     - Window with potted plant (behind the sofa)
   
   - Decorative Elements:
     - Framed artwork (on the wall to the left)
     - Various decorative items on shelves and table

The room is bright and airy, with natural light coming through the window, enhancing the overall ambiance."
21,1,data/images/1exp.jpg,4,outputs/masks_gaze_driven/best/IMG_1_exp_Part_21_MASK_4_cross_0.7602.png,526,610,379,420,cross,560.8,401,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,Laundry,Clothes,Clothes,Clothes,Clothes,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features modern furniture and decor, with a focus on functionality and style.

2. Identified Objects:
   - Laundry Area (left side):
     - Washing machine (bottom left)
     - Dryer (next to the washing machine)
     - Iron and ironing board (right of the dryer)
   
   - Workspace (center):
     - White cabinets (above the desk)
     - Colorful spools of thread (on the shelves)
     - Books and decorative items (on the shelves)
     - Desk with various office supplies (below the shelves)
     - Sewing machine (on the desk)
     - Black office chair (in front of the desk)
   
   - Living Space (right side):
     - White sofa with cushions (right side)
     - Floor lamp (next to the sofa)
     - Coffee table with a plant and tea set (in front of the sofa)
     - Green rug (under the coffee table)
     - Window with potted plant (behind the sofa)
   
   - Decorative Elements:
     - Framed artwork (on the wall to the left)
     - Various decorative items on shelves and table

The room is bright and airy, with natural light coming through the window, enhancing the overall ambiance."
21,1,data/images/1exp.jpg,0,outputs/masks_gaze_driven/best/IMG_1_exp_Part_27_MASK_0_point_0.8819.png,0,45,379,453,point,38.5,421.3,Cart,Cart,Cart,Cart,Cart,Cart,Cart,Cart,Cart,Cart,Cart,"1. Scene Overview:
   - The image depicts a multifunctional room combining a laundry area, workspace, and living space. The room is well-organized with a modern and clean aesthetic, featuring white cabinetry and furniture. There is a green rug on the floor, adding a touch of color and texture to the space.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Spools: Arranged on shelves within the cabinets, adding a vibrant touch.
   - Desk Items: Various office supplies and decorative items on the desk, including books, a lamp, and stationery.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk, slightly to the right.
   - Ironing Board: Standing upright against the wall on the right side.
   - Table: A round white table in the foreground, on the green rug.
   - Teapot and Cups: On the table, with a plant and decorative items.
   - Sofa: On the right side, with cushions and a throw blanket.
   - Floor Lamp: Positioned near the sofa, providing light to the area.
   - Window: On the far right, allowing natural light into the room.
   - Plant: On the windowsill, adding greenery to the space.
   - Wall Art: A framed piece of art on the left wall.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the table."
21,1,data/images/1exp.jpg,0,outputs/masks_gaze_driven/best/IMG_1_exp_Part_32_MASK_0_triangle_0.8749.png,261,323,345,429,triangle,286.6,399.4,Trashcan,Trashcan,Bin,Bin,Trashcan,Trashcan,Bin,Trashcan,Trashcan,Trashcan,Trashcan,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
21,1,data/images/1exp.jpg,1,outputs/masks_gaze_driven/best/IMG_1_exp_Part_32_MASK_1_cross_0.8098.png,4,67,473,502,cross,32.5,484.9,Toys,Toys,Toys,Toys,Toys,Toys,Toys,Toys,Toys,Toys,Toys,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
21,1,data/images/1exp.jpg,2,outputs/masks_gaze_driven/best/IMG_1_exp_Part_32_MASK_2_point_0.7738.png,570,637,0,393,point,586.6,382.5,Wall,Wall,Wall,Wall,Wall,Lamp,Lamp,Lamp,Lamp,Lamp,Wall,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
21,1,data/images/1exp.jpg,3,outputs/masks_gaze_driven/best/IMG_1_exp_Part_32_MASK_3_circle_0.7618.png,525,585,379,401,circle,552.5,387.9,Clothes,Clothes,Clothes,Clothes,Clothes,Clothes,Laundry,Clothes,Clothes,Clothes,Clothes,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
21,1,data/images/1exp.jpg,4,outputs/masks_gaze_driven/best/IMG_1_exp_Part_32_MASK_4_cross_0.4317.png,416,463,414,447,cross,422.1,425.9,Teacup,Teacup,Teacup,Teacup,Teacup,Teacup,Teacup,Teacup,Cup,Teacup,Teacup,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
21,1,data/images/1exp.jpg,5,outputs/masks_gaze_driven/best/IMG_1_exp_Part_32_MASK_5_point_0.9474.png,261,323,345,429,point,279.8,419.8,Trashcan,Bin,Trashcan,Trashcan,Bin,Bin,Trashcan,Trashcan,Trashcan,Trashcan,Trashcan,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
21,1,data/images/1exp.jpg,6,outputs/masks_gaze_driven/best/IMG_1_exp_Part_21_MASK_0_triangle_0.8527.png,434,502,551,589,triangle,452.5,569.6,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
21,1,data/images/1exp.jpg,7,outputs/masks_gaze_driven/best/IMG_1_exp_Part_21_MASK_0_triangle_0.8527.png,434,502,551,589,triangle,452.5,569.6,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,Shoes,"1. Scene Overview: 
   The image depicts a multifunctional room that combines elements of a laundry area, workspace, and living space. The room is well-organized and features a modern design with a mix of white furniture and colorful accents.

2. Identified Objects:
   - Washing Machine: Located on the left side, beneath the countertop.
   - Dryer: Next to the washing machine, also beneath the countertop.
   - Cabinets: White cabinets are mounted on the wall above the countertop.
   - Colorful Yarn or Thread Spools: Arranged in a row on the open shelves above the countertop.
   - Desk Items: Various items such as books, a lamp, and stationery are on the desk.
   - Sewing Machine: Positioned on the right side of the desk.
   - Black Chair: In front of the desk.
   - Ironing Board: Standing upright to the right of the desk.
   - Black and White Bins: Located under the desk.
   - White Sofa: On the right side of the image, with cushions and a throw blanket.
   - Round Coffee Table: In front of the sofa, with a teapot, cups, and a plant.
   - Floor Lamp: Positioned near the sofa.
   - Potted Plant: On the windowsill to the right.
   - Rug: Green rug covering the floor in front of the sofa and table.
   - Wall Art: Framed artwork on the wall to the left.
   - Toys: Small toys on the floor near the washing machine.
   - Slippers: On the floor near the coffee table."
